NOMOD,MINOR,MAJOR
22666251,22698271,22667876
22666280,22698271,22667894
22666282,22698322,22667912
22666301,22698329,22667957
22666306,22698334,22667973
22666339,22698386,22668202
22666444,22698443,22668289
22666449,22698510,22668520
22666465,22698537,22668585
22666476,22698550,22668621
22666552,22698569,22668693
22666810,22698580,22668757
22666815,22698656,22668789
22666909,22698679,22668819
22666916,22698725,22668904
22666947,22698784,22669209
22666965,22698796,22669256
22667019,22698832,22669279
22667021,22698857,22669282
22667144,22698891,22669368
22667163,22698913,22669493
22667206,22698960,22669582
22667295,22698965,22669587
22667405,22698980,22669676
22667408,22699029,22669694
22667506,22699205,22669865
22667594,22699208,22669905
22667621,22699222,22669945
22667726,22699233,22670114
22667766,22699249,22670129
22667769,22699254,22670187
22667772,22699264,22670190
22667806,22699276,22670288
22667814,22699297,22670466
22667860,22699328,22670506
22667898,22699350,22670557
22667930,22699359,22670731
22667953,22699393,22670736
22667970,22699404,22670783
22668023,22699416,22670815
22668197,22699419,22670819
22668204,22699428,22670851
22668333,22699485,22670860
22668351,22699492,22670922
22668423,22699492,22670956
22668496,22699492,22671102
22668547,22699523,22671290
22668570,22699523,22671307
22668589,22699551,22671328
22668597,22699665,22671585
22668734,22699704,22671626
22668812,22699716,22671682
22668972,22699728,22671709
22669004,22699743,22671861
22669022,22699746,22671905
22669071,22699772,22671948
22669144,22699786,22671953
22669268,22699788,22672093
22669305,22699790,22672112
22669322,22699861,22672186
22669324,22699870,22672275
22669428,22699877,22672467
22669555,22699902,22672695
22669780,22699906,22672807
22669799,22699917,22672813
22669801,22699936,22672894
22669831,22700020,22673143
22669913,22700060,22673178
22669980,22700109,22673201
22669993,22700121,22673329
22670003,22700135,22673486
22670007,22700135,22673800
22670042,22700136,22673866
22670060,22700168,22674085
22670109,22700178,22674106
22670150,22700255,22674327
22670157,22700266,22674507
22670195,22700268,22674575
22670285,22700295,22674792
22670327,22700306,22674794
22670376,22700310,22674801
22670457,22700341,22674839
22670476,22700347,22674853
22670551,22700369,22675042
22670571,22700399,22675238
22670673,22700400,22675325
22670741,22700490,22675472
22670947,22700567,22675489
22670949,22700630,22675568
22670954,22700635,22675595
22671056,22700669,22675601
22671135,22700704,22675680
22671248,22700731,22675745
22671281,22700746,22675864
22671302,22700778,22675939
22671350,22700795,22676013
22671414,22700843,22676203
22671468,22700932,22676243
22671577,22700980,22676260
22671608,22701007,22676313
22671634,22701020,22676350
22671647,22701049,22676528
22671964,22701073,22676629
22672104,22701082,22676759
22672157,22701087,22676779
22672167,22701090,22676978
22672246,22701184,22677023
22672275,22701201,22677063
22672399,22701253,22677232
22672468,22701345,22677237
22672524,22701364,22677280
22672555,22701493,22677374
22672575,22701497,22677446
22672705,22701498,22677456
22672725,22701508,22677508
22672829,22701597,22677593
22673268,22701617,22677629
22673305,22701639,22677770
22673543,22701648,22677813
22673553,22701656,22677848
22673605,22701664,22677893
22673731,22701756,22677922
22673731,22701781,22677995
22673766,22701796,22678167
22673850,22701813,22678214
22674025,22701881,22678272
22674168,22701975,22678292
22674240,22701980,22678410
22674260,22702028,22678530
22674266,22702049,22678553
22674270,22702137,22678558
22674304,22702143,22678728
22674449,22702177,22678806
22674620,22702197,22678823
22674643,22702200,22678900
22674718,22702214,22678944
22674722,22702348,22678985
22674777,22702366,22679017
22674825,22702371,22679030
22674904,22702425,22679083
22675050,22702444,22679182
22675102,22702490,22679254
22675452,22702635,22679274
22675488,22702685,22679303
22675806,22702691,22679359
22675829,22702709,22679475
22675855,22702711,22679518
22675874,22702715,22679560
22675905,22702730,22679567
22676064,22702731,22679631
22676065,22702773,22679633
22676277,22702796,22679676
22676294,22702861,22679698
22676353,22702894,22679748
22676421,22702910,22679800
22676594,22702936,22679813
22676640,22702939,22679815
22676691,22702939,22679817
22676765,22702962,22679883
22676895,22703005,22679906
22676974,22703061,22679910
22676995,22703083,22679922
22677237,22703182,22679925
22677327,22703237,22679932
22677351,22703272,22679988
22677808,22703273,22680011
22677813,22703274,22680023
22677822,22703309,22680052
22677870,22703341,22680099
22678215,22703344,22680123
22678302,22703407,22680136
22678578,22703412,22680143
22678741,22703441,22680143
22679065,22703467,22680275
22679248,22703472,22680313
22679274,22703475,22680319
22679375,22703505,22680340
22679432,22703540,22680353
22679616,22703589,22680404
22679663,22703609,22680426
22679693,22703638,22680438
22679762,22703648,22680458
22679785,22703666,22680493
22679973,22703712,22680535
22680128,22703793,22680569
22680173,22703808,22680589
22680239,22703840,22680607
22680282,22703855,22680730
22680344,22703922,22680745
22680362,22703935,22680770
22680483,22704048,22680771
22680706,22704090,22680772
22680734,22704124,22680827
22680897,22704170,22680994
22681008,22704222,22680994
22681147,22704271,22681123
22681527,22704379,22681124
22681644,22704500,22681132
22681716,22704568,22681168
22681736,22704576,22681219
22681820,22704599,22681272
22681820,22704609,22681306
22681997,22704611,22681418
22682059,22704622,22681460
22682059,22704642,22681536
22682207,22704652,22681542
22682229,22704656,22681618
22682242,22704682,22681641
22682433,22704694,22681645
22682437,22704718,22681648
22682476,22704726,22681650
22682505,22704786,22681680
22682625,22704871,22681717
22682666,22704950,22681785
22682682,22704980,22681808
22682735,22705033,22681863
22682757,22705052,22681872
22682998,22705073,22681917
22683001,22705113,22681976
22683065,22705125,22681979
22683124,22705138,22681981
22683182,22705147,22681999
22683191,22705239,22682048
22683285,22705289,22682096
22683305,22705309,22682119
22683373,22705389,22682138
22683388,22705412,22682176
22683392,22705429,22682190
22683496,22705479,22682210
22683646,22705511,22682306
22683646,22705558,22682383
22683725,22705577,22682390
22683756,22705679,22682402
22684011,22705693,22682478
22684065,22705757,22682490
22684094,22705767,22682599
22684144,22705776,22682630
22684231,22705786,22682662
22684281,22705923,22682666
22684295,22705928,22682694
22684303,22705950,22682701
22684342,22705963,22682708
22684465,22706102,22682798
22684507,22706109,22682808
22684558,22706126,22682835
22684579,22706167,22682838
22684634,22706200,22682854
22684651,22706273,22682865
22684692,22706273,22682885
22684694,22706353,22682895
22684723,22706405,22683014
22684826,22706535,22683059
22684838,22706543,22683063
22684844,22706622,22683113
22684972,22706716,22683137
22685030,22706734,22683150
22685067,22706748,22683184
22685125,22706841,22683209
22685129,22706941,22683247
22685153,22706946,22683248
22685228,22706966,22683261
22685246,22707005,22683273
22685385,22707027,22683309
22685400,22707059,22683315
22685448,22707076,22683326
22685509,22707166,22683352
22685509,22707204,22683355
22685515,22707218,22683382
22685546,22707241,22683393
22685616,22707377,22683440
22685672,22707395,22683471
22685701,22707398,22683593
22685715,22707420,22683602
22685743,22707482,22683670
22685744,22707500,22683673
22685772,22707508,22683683
22685859,22707771,22683688
22685887,22707773,22683728
22685944,22707830,22683750
22685949,22707854,22683777
22686002,22707878,22683807
22686041,22708098,22683808
22686086,22708153,22683817
22686087,22708155,22683846
22686108,22708172,22683899
22686156,22708249,22683913
22686158,22708310,22683934
22686160,22708370,22683945
22686194,22708430,22683959
22686321,22708470,22683978
22686342,22708476,22684007
22686390,22708483,22684014
22686410,22708552,22684030
22686458,22708625,22684093
22686471,22708677,22684155
22686521,22708734,22684161
22686529,22708761,22684187
22686558,22708776,22684211
22686608,22708798,22684211
22686626,22708843,22684220
22686652,22708848,22684230
22686669,22708881,22684440
22686703,22708897,22684447
22686771,22708946,22684451
22686782,22708955,22684506
22686837,22708978,22684514
22686895,22709046,22684545
22686917,22709052,22684582
22686975,22709095,22684613
22687051,22709116,22684656
22687054,22709303,22684662
22687153,22709405,22684709
22687155,22709423,22684760
22687190,22709439,22684771
22687192,22709472,22684781
22687229,22709507,22684791
22687241,22709516,22684807
22687340,22709521,22684816
22687347,22709534,22684853
22687371,22709555,22684868
22687426,22709635,22684880
22687494,22709710,22684896
22687504,22709749,22684928
22687512,22709771,22684929
22687542,22709897,22685015
22687567,22709953,22685039
22687588,22710005,22685119
22687606,22710031,22685125
22687643,22710034,22685154
22687645,22710042,22685160
22687652,22710049,22685180
22687759,22710108,22685219
22687774,22710209,22685280
22687784,22710345,22685285
22687806,22710368,22685311
22687852,22710459,22685326
22687858,22710619,22685339
22687876,22710625,22685342
22687877,22710651,22685344
22687970,22710697,22685353
22687971,22710702,22685357
22687977,22710703,22685377
22688025,22710704,22685409
22688051,22710761,22685441
22688066,22710795,22685443
22688076,22710874,22685460
22688111,22710896,22685463
22688133,22710910,22685469
22688192,22711010,22685473
22688209,22711276,22685497
22688226,22711284,22685534
22688238,22711318,22685544
22688246,22711340,22685554
22688307,22711469,22685580
22688417,22711473,22685594
22688426,22711525,22685609
22688447,22711693,22685625
22688466,22711719,22685646
22688537,22711739,22685660
22688577,22711801,22685677
22688580,22711836,22685762
22688620,22711974,22685774
22688638,22711988,22685775
22688683,22712015,22685792
22688683,22712016,22685819
22688700,22712023,22685826
22688715,22712045,22685854
22688766,22712079,22685857
22688778,22712081,22685878
22688785,22712119,22685887
22688809,22712139,22685888
22688825,22712215,22685903
22688902,22712266,22685918
22688904,22712273,22685964
22688908,22712301,22685993
22688912,22712412,22686032
22688912,22712421,22686032
22688939,22712547,22686034
22688967,22712579,22686100
22688990,22712745,22686113
22689048,22712774,22686178
22689079,22712807,22686185
22689135,22712822,22686200
22689159,22712836,22686204
22689171,22713012,22686244
22689196,22713040,22686265
22689243,22713052,22686278
22689267,22713093,22686279
22689284,22713139,22686285
22689326,22713157,22686330
22689375,22713412,22686340
22689412,22713462,22686355
22689432,22713505,22686385
22689437,22713518,22686387
22689458,22713532,22686398
22689471,22713660,22686410
22689563,22713895,22686434
22689574,22713933,22686440
22689597,22713986,22686451
22689599,22714035,22686451
22689685,22714092,22686493
22689809,22714112,22686513
22689810,22714222,22686545
22689865,22714389,22686558
22689916,22714480,22686570
22689940,22714669,22686573
22689940,22714714,22686610
22689949,22714762,22686624
22689957,22714824,22686704
22689973,22714862,22686760
22689978,22714884,22686762
22689981,22714925,22686861
22689986,22714988,22686874
22690001,22715168,22686885
22690030,22715244,22686892
22690041,22715283,22686894
22690052,22715286,22686894
22690057,22715333,22686935
22690059,22715473,22686945
22690101,22715575,22686949
22690106,22715813,22686976
22690153,22715822,22686991
22690155,22716037,22687003
22690158,22716054,22687006
22690201,22716068,22687007
22690213,22716102,22687012
22690223,22716151,22687021
22690291,22716164,22687021
22690318,22716372,22687026
22690333,22716456,22687043
22690369,22716493,22687052
22690387,22716581,22687105
22690423,22716650,22687115
22690446,22716871,22687153
22690472,22717022,22687158
22690484,22717091,22687161
22690533,22717269,22687305
22690539,22717299,22687307
22690540,22717383,22687325
22690558,22717559,22687340
22690595,22717600,22687359
22690609,22717642,22687380
22690610,22717785,22687385
22690630,22717788,22687434
22690661,22717792,22687434
22690701,22717882,22687441
22690703,22717882,22687448
22690704,22718079,22687523
22690732,22718124,22687525
22690741,22718142,22687539
22690755,22718190,22687596
22690794,22718211,22687649
22690837,22718431,22687679
22690850,22718447,22687689
22690883,22718547,22687707
22690895,22718560,22687716
22690913,22718638,22687727
22690920,22718811,22687734
22690943,22718872,22687748
22690944,22719037,22687751
22690944,22719058,22687758
22690963,22719112,22687776
22690981,22719233,22687793
22690981,22719370,22687795
22690987,22719548,22687815
22690996,22719603,22687828
22690999,22719611,22687871
22690999,22719731,22687888
22691000,22719831,22687903
22691002,22719886,22687917
22691029,22719889,22687919
22691035,22719948,22687978
22691102,22720142,22687989
22691107,22720145,22688024
22691117,22720154,22688029
22691144,22720171,22688040
22691158,22720227,22688068
22691206,22720294,22688096
22691223,22720302,22688112
22691230,22720326,22688121
22691240,22720405,22688155
22691261,22720443,22688181
22691271,22720622,22688182
22691294,22720860,22688198
22691320,22721057,22688206
22691338,22721101,22688227
22691362,22721117,22688230
22691383,22721187,22688248
22691410,22721337,22688256
22691414,22721429,22688259
22691466,22721434,22688265
22691503,22721447,22688272
22691505,22721458,22688278
22691570,22721482,22688296
22691588,22721507,22688354
22691616,22721519,22688400
22691618,22722000,22688405
22691618,22722141,22688414
22691641,22722202,22688439
22691649,22722206,22688440
22691655,22722233,22688440
22691705,22722315,22688453
