0-BINSEARCH[56](2020){1},0-BINSEARCH[56](2020){4095},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){1792},0-BINSEARCH[56](2020){1920},0-BINSEARCH[56](2020){1984},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){2016},0-BINSEARCH[56](2020){2032},0-BINSEARCH[56](2020){2024},0-BINSEARCH[56](2020){1},0-BINSEARCH[56](2020){4095},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){1792},0-BINSEARCH[56](2020){1920},0-BINSEARCH[56](2020){1984},0-BINSEARCH[56](2020){2048},0-BINSEARCH[56](2020){2016},0-BINSEARCH[56](2020){2032},0-BINSEARCH[56](2020){2024},0-BINSEARCH[56](2020){2020},0-BINSEARCH[56](2020){2016},0-BINSEARCH[56](2020){2018},0-BINSEARCH[56](2020){2019},0-BINSEARCH[57](1900){1},0-BINSEARCH[57](1900){4095},0-BINSEARCH[57](1900){2048},0-BINSEARCH[57](1900){1792},0-BINSEARCH[57](1900){1},0-BINSEARCH[57](1900){4095},0-BINSEARCH[57](1900){2048},0-BINSEARCH[57](1900){1792},0-BINSEARCH[57](1900){1920},0-BINSEARCH[57](1900){1856},0-BINSEARCH[57](1900){1888},0-BINSEARCH[57](1900){1904},0-BINSEARCH[57](1900){1896},0-BINSEARCH[57](1900){1},0-BINSEARCH[57](1900){4095},0-BINSEARCH[57](1900){2048}
12638955,12634769,12636136,12640225,12639811,12639747,12636724,12640261,12635781,12635630,12638978,12634498,12635188,12639862,12640483,12640161,12635975,12641298,12637442,12635906,12635193,12640588,12640634,12640312,12639305,12634628,12635850,12640795,12639011,12634766,12635786,12640621,12635886,12640626,12640266,12636200,12639200,12637565,12632645,12633790
12638960,12634774,12636139,12640225,12639811,12639750,12636734,12640266,12635781,12635635,12638983,12634498,12635196,12639865,12640483,12640166,12635980,12641301,12637452,12635937,12635193,12640593,12640652,12640317,12639310,12634628,12635855,12640810,12639016,12634774,12635786,12640629,12635886,12640634,12640271,12636200,12639203,12637565,12632648,12633790
12638960,12634774,12636149,12640230,12639829,12639760,12636734,12640266,12635786,12635643,12638983,12634498,12635196,12639870,12640486,12640166,12635988,12641311,12637470,12635947,12635193,12640598,12640652,12640322,12639310,12634631,12635855,12640815,12639019,12634774,12635786,12640631,12635888,12640644,12640271,12636218,12639203,12637565,12632648,12633790
12638965,12634779,12636154,12640233,12639829,12639765,12636739,12640271,12635786,12635653,12638983,12634498,12635198,12639880,12640488,12640169,12635988,12641311,12637480,12635947,12635193,12640598,12640652,12640330,12639315,12634631,12635860,12640823,12639024,12634779,12635791,12640631,12635896,12640649,12640271,12636223,12639213,12637567,12632653,12633790
12638965,12634784,12636159,12640235,12639847,12639765,12636744,12640284,12635786,12635658,12638991,12634503,12635201,12639880,12640488,12640179,12635993,12641314,12637498,12635947,12635198,12640603,12640654,12640340,12639323,12634631,12635870,12640833,12639029,12634784,12635799,12640634,12635906,12640649,12640276,12636228,12639218,12637570,12632658,12633790
12638978,12634787,12636159,12640235,12639857,12639793,12636780,12640289,12635786,12635658,12638991,12634503,12635206,12639880,12640496,12640179,12635993,12641319,12637511,12635957,12635198,12640611,12640657,12640340,12639323,12634641,12635873,12640836,12639034,12634787,12635804,12640649,12635919,12640652,12640281,12636228,12639218,12637572,12632658,12633793
12638983,12634792,12636172,12640238,12639862,12639796,12636783,12640289,12635794,12635661,12638991,12634506,12635206,12639893,12640496,12640184,12635993,12641329,12637516,12635960,12635198,12640611,12640662,12640345,12639328,12634641,12635883,12640846,12639034,12634792,12635804,12640652,12635924,12640654,12640289,12636233,12639218,12637572,12632663,12633793
12638996,12634792,12636177,12640248,12639875,12639801,12636790,12640299,12635796,12635663,12638996,12634516,12635211,12639903,12640501,12640187,12636011,12641329,12637524,12635965,12635201,12640616,12640662,12640350,12639328,12634641,12635886,12640846,12639039,12634792,12635809,12640652,12635924,12640654,12640294,12636236,12639226,12637575,12632663,12633798
12638998,12634792,12636182,12640248,12639880,12639821,12636793,12640302,12635809,12635671,12639001,12634516,12635216,12639903,12640514,12640197,12636011,12641347,12637542,12635970,12635211,12640616,12640675,12640353,12639328,12634649,12635891,12640851,12639044,12634797,12635845,12640657,12635929,12640657,12640299,12636236,12639231,12637580,12632666,12633798
12639001,12634792,12636190,12640248,12639880,12639821,12636798,12640304,12635832,12635686,12639001,12634516,12635224,12639903,12640514,12640202,12636016,12641357,12637567,12635970,12635211,12640616,12640675,12640353,12639328,12634649,12635896,12640854,12639047,12634802,12635860,12640667,12635932,12640657,12640330,12636246,12639231,12637585,12632671,12633803
12639001,12634797,12636190,12640258,12639880,12639829,12636808,12640307,12635832,12635694,12639006,12634521,12635239,12639908,12640519,12640207,12636016,12641370,12637567,12635975,12635216,12640616,12640680,12640355,12639333,12634654,12635906,12640859,12639052,12634807,12635863,12640667,12635937,12640662,12640330,12636259,12639231,12637588,12632671,12633808
12639006,12634802,12636215,12640271,12639880,12639834,12636808,12640312,12635842,12635694,12639006,12634534,12635244,12639921,12640524,12640210,12636026,12641375,12637570,12635975,12635221,12640624,12640685,12640358,12639333,12634659,12635916,12640879,12639057,12634810,12635865,12640667,12635939,12640667,12640340,12636261,12639236,12637590,12632673,12633813
12639006,12634802,12636223,12640279,12639893,12639844,12636834,12640317,12635842,12635694,12639011,12634539,12635244,12639921,12640529,12640212,12636029,12641375,12637572,12635978,12635229,12640634,12640690,12640363,12639333,12634669,12635924,12640887,12639057,12634810,12635868,12640667,12635942,12640667,12640345,12636264,12639236,12637593,12632676,12633813
12639006,12634807,12636228,12640281,12639916,12639847,12636836,12640322,12635845,12635694,12639011,12634544,12635247,12639926,12640534,12640215,12636029,12641375,12637575,12635978,12635234,12640634,12640708,12640371,12639341,12634677,12635924,12640897,12639065,12634815,12635891,12640675,12635947,12640667,12640345,12636269,12639241,12637593,12632676,12633816
12639014,12634807,12636279,12640289,12639931,12639852,12636844,12640322,12635847,12635699,12639011,12634544,12635247,12639931,12640539,12640220,12636029,12641385,12637580,12635983,12635234,12640639,12640721,12640371,12639346,12634677,12635929,12640905,12639070,12634820,12635891,12640675,12635952,12640677,12640345,12636269,12639241,12637598,12632676,12633826
12639016,12634810,12636284,12640294,12639936,12639852,12636862,12640327,12635855,12635702,12639014,12634549,12635252,12639944,12640547,12640225,12636039,12641385,12637593,12635988,12635234,12640657,12640726,12640381,12639346,12634677,12635934,12640938,12639075,12634825,12635919,12640680,12635952,12640685,12640350,12636279,12639241,12637603,12632676,12633831
12639019,12634815,12636284,12640304,12639941,12639852,12636872,12640330,12635855,12635717,12639016,12634554,12635265,12639944,12640552,12640230,12636049,12641388,12637598,12635988,12635234,12640657,12640726,12640386,12639346,12634682,12635934,12640938,12639075,12634825,12635924,12640685,12635952,12640685,12640353,12636279,12639246,12637603,12632681,12633831
12639019,12634820,12636284,12640312,12639954,12639862,12636877,12640332,12635863,12635717,12639016,12634554,12635267,12639954,12640552,12640235,12636049,12641393,12637613,12635988,12635239,12640667,12640736,12640386,12639346,12634687,12635952,12640938,12639083,12634830,12635924,12640698,12635952,12640685,12640358,12636282,12639246,12637603,12632681,12633831
12639024,12634820,12636287,12640330,12639959,12639875,12636890,12640340,12635868,12635727,12639019,12634554,12635275,12639954,12640555,12640235,12636057,12641398,12637636,12635993,12635239,12640667,12640741,12640386,12639346,12634687,12635960,12640956,12639085,12634833,12635924,12640708,12635957,12640693,12640363,12636300,12639249,12637603,12632681,12633836
12639024,12634833,12636297,12640340,12639972,12639880,12636908,12640345,12635878,12635727,12639021,12634554,12635293,12639957,12640570,12640235,12636062,12641411,12637639,12635993,12635242,12640675,12640744,12640391,12639351,12634692,12635970,12640961,12639093,12634833,12635929,12640708,12635957,12640695,12640363,12636302,12639254,12637603,12632681,12633839
12639029,12634838,12636300,12640363,12639972,12639880,12636921,12640348,12635883,12635740,12639021,12634559,12635295,12639959,12640580,12640243,12636062,12641416,12637672,12635998,12635244,12640675,12640754,12640391,12639359,12634692,12635970,12640961,12639098,12634833,12635934,12640708,12635960,12640698,12640363,12636302,12639259,12637608,12632686,12633844
12639029,12634851,12636305,12640368,12639980,12639885,12636931,12640353,12635886,12635740,12639021,12634562,12635303,12639964,12640583,12640248,12636067,12641421,12637682,12636003,12635247,12640680,12640759,12640396,12639361,12634695,12635985,12640974,12639103,12634835,12635934,12640713,12635975,12640703,12640368,12636305,12639259,12637608,12632686,12633846
12639034,12634861,12636325,12640373,12639982,12639885,12636936,12640353,12635891,12635740,12639024,12634562,12635303,12639967,12640588,12640248,12636075,12641421,12637736,12636011,12635247,12640690,12640764,12640404,12639364,12634700,12635998,12640974,12639103,12634838,12635952,12640718,12635988,12640708,12640378,12636307,12639264,12637608,12632691,12633849
12639034,12634861,12636328,12640386,12639982,12639890,12636959,12640355,12635896,12635750,12639024,12634567,12635303,12639972,12640593,12640258,12636075,12641426,12637736,12636016,12635249,12640703,12640769,12640409,12639364,12634705,12636001,12640979,12639116,12634838,12635952,12640736,12635993,12640718,12640381,12636310,12639269,12637613,12632696,12633854
12639034,12634861,12636328,12640391,12639990,12639893,12636969,12640358,12635896,12635758,12639029,12634572,12635311,12639972,12640598,12640266,12636077,12641434,12637749,12636016,12635252,12640708,12640772,12640437,12639374,12634705,12636029,12640989,12639116,12634843,12635957,12640741,12636006,12640721,12640386,12636310,12639272,12637613,12632699,12633859
12639037,12634866,12636351,12640396,12639990,12639893,12636972,12640358,12635901,12635758,12639034,12634572,12635316,12639990,12640608,12640294,12636080,12641444,12637759,12636021,12635252,12640708,12640785,12640442,12639374,12634710,12636034,12640994,12639121,12634848,12635957,12640749,12636006,12640723,12640386,12636310,12639274,12637616,12632699,12633859
12639039,12634866,12636356,12640409,12640000,12639898,12636972,12640358,12635911,12635763,12639034,12634575,12635316,12639990,12640611,12640302,12636080,12641449,12637774,12636021,12635257,12640726,12640800,12640442,12639374,12634710,12636034,12640994,12639126,12634851,12635965,12640749,12636008,12640731,12640386,12636310,12639277,12637616,12632699,12633862
12639039,12634871,12636361,12640409,12640008,12639903,12636977,12640363,12635911,12635768,12639039,12634575,12635318,12639995,12640611,12640307,12636085,12641452,12637777,12636021,12635257,12640731,12640831,12640445,12639379,12634710,12636034,12640997,12639129,12634853,12635965,12640767,12636011,12640764,12640391,12636315,12639277,12637618,12632709,12633864
12639039,12634881,12636366,12640432,12640008,12639903,12636982,12640363,12635937,12635776,12639039,12634577,12635326,12640018,12640616,12640307,12636085,12641454,12637782,12636024,12635257,12640744,12640833,12640445,12639392,12634710,12636039,12641007,12639131,12634856,12635970,12640772,12636016,12640769,12640417,12636315,12639295,12637621,12632709,12633877
12639042,12634884,12636366,12640432,12640010,12639908,12636987,12640363,12635939,12635776,12639039,12634582,12635326,12640023,12640624,12640307,12636093,12641454,12637787,12636026,12635262,12640744,12640833,12640455,12639397,12634710,12636039,12641025,12639139,12634858,12635985,12640777,12636016,12640772,12640422,12636320,12639295,12637626,12632709,12633877
12639044,12634889,12636371,12640447,12640023,12639916,12636995,12640363,12635952,12635791,12639042,12634585,12635334,12640041,12640629,12640312,12636095,12641467,12637792,12636026,12635262,12640749,12640841,12640460,12639397,12634710,12636044,12641043,12639139,12634861,12635988,12640782,12636021,12640782,12640427,12636325,12639295,12637626,12632714,12633877
12639047,12634894,12636374,12640450,12640036,12639918,12637018,12640363,12635957,12635791,12639042,12634585,12635344,12640041,12640631,12640312,12636103,12641472,12637800,12636029,12635265,12640749,12640841,12640468,12639397,12634715,12636044,12641045,12639139,12634866,12635988,12640787,12636029,12640787,12640432,12636328,12639300,12637631,12632722,12633882
12639052,12634894,12636384,12640468,12640046,12639921,12637023,12640391,12635965,12635791,12639052,12634585,12635349,12640041,12640634,12640312,12636121,12641472,12637802,12636039,12635267,12640754,12640846,12640488,12639397,12634715,12636052,12641048,12639139,12634866,12635998,12640790,12636029,12640805,12640437,12636333,12639305,12637631,12632722,12633882
12639052,12634899,12636384,12640468,12640046,12639931,12637033,12640391,12635965,12635799,12639052,12634590,12635349,12640041,12640644,12640317,12636131,12641475,12637815,12636044,12635270,12640754,12640846,12640488,12639397,12634718,12636062,12641053,12639144,12634871,12635998,12640795,12636034,12640815,12640442,12636338,12639315,12637634,12632727,12633887
12639057,12634902,12636384,12640468,12640051,12639934,12637043,12640394,12635970,12635801,12639052,12634590,12635359,12640051,12640657,12640330,12636141,12641482,12637815,12636044,12635270,12640754,12640854,12640488,12639402,12634718,12636062,12641066,12639144,12634874,12636011,12640795,12636039,12640815,12640455,12636343,12639318,12637636,12632727,12633900
12639057,12634907,12636384,12640473,12640051,12639939,12637043,12640396,12635970,12635809,12639052,12634595,12635377,12640054,12640657,12640345,12636146,12641485,12637815,12636054,12635270,12640754,12640859,12640501,12639407,12634723,12636062,12641066,12639144,12634876,12636011,12640805,12636049,12640823,12640455,12636346,12639320,12637639,12632727,12633900
12639065,12634907,12636389,12640473,12640051,12639944,12637059,12640419,12635970,12635809,12639057,12634595,12635382,12640069,12640667,12640350,12636154,12641495,12637833,12636057,12635270,12640759,12640864,12640506,12639407,12634728,12636062,12641071,12639144,12634879,12636029,12640805,12636049,12640823,12640460,12636346,12639328,12637639,12632727,12633905
12639075,12634912,12636389,12640478,12640054,12639954,12637074,12640422,12635998,12635814,12639057,12634595,12635385,12640077,12640667,12640353,12636154,12641495,12637838,12636057,12635272,12640759,12640869,12640511,12639407,12634728,12636085,12641076,12639149,12634889,12636029,12640805,12636054,12640828,12640460,12636348,12639328,12637641,12632727,12633905
12639075,12634912,12636397,12640478,12640054,12639959,12637079,12640432,12636003,12635819,12639062,12634600,12635385,12640079,12640672,12640358,12636154,12641500,12637846,12636062,12635272,12640772,12640874,12640511,12639410,12634728,12636093,12641086,12639149,12634889,12636029,12640813,12636057,12640828,12640473,12636348,12639328,12637644,12632727,12633913
12639075,12634917,12636402,12640493,12640059,12639962,12637079,12640437,12636011,12635827,12639065,12634613,12635385,12640082,12640677,12640358,12636159,12641505,12637848,12636062,12635272,12640772,12640877,12640514,12639412,12634728,12636103,12641086,12639152,12634897,12636034,12640815,12636062,12640836,12640473,12636351,12639333,12637644,12632727,12633913
12639075,12634920,12636407,12640496,12640064,12639962,12637107,12640437,12636011,12635837,12639065,12634613,12635387,12640082,12640680,12640363,12636167,12641508,12637848,12636072,12635275,12640777,12640877,12640516,12639415,12634733,12636103,12641094,12639154,12634897,12636034,12640818,12636062,12640836,12640478,12636353,12639341,12637644,12632737,12633915
12639088,12634922,12636412,12640501,12640069,12639964,12637110,12640450,12636016,12635837,12639065,12634618,12635390,12640087,12640680,12640368,12636172,12641518,12637856,12636075,12635275,12640777,12640892,12640519,12639420,12634736,12636108,12641107,12639154,12634902,12636034,12640833,12636062,12640841,12640483,12636356,12639341,12637649,12632737,12633923
