0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){2048},0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){2048},0-BINSEARCH[56](1935){1792},0-BINSEARCH[56](1935){1920},0-BINSEARCH[56](1935){1984},0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){2048},0-BINSEARCH[56](1935){1792},0-BINSEARCH[56](1935){1568},0-BINSEARCH[56](1935){1680},0-BINSEARCH[56](1935){1736},0-BINSEARCH[56](1935){1792},0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){1},0-BINSEARCH[56](1935){4095},0-BINSEARCH[56](1935){2048},0-BINSEARCH[56](1935){1792}
14159646,,,14248707,14150819,,,,14152378,14161887,14189896,,,,,,,14156490,,14169702,,,
14159684,,,14249126,14150824,,,,14152383,14161887,14190213,,,,,,,14156495,,14169784,,,
14159789,,,14249392,14150829,,,,14152406,14161890,14190269,,,,,,,14156500,,14169937,,,
14159825,,,14249632,14150842,,,,14152411,14161900,14190389,,,,,,,14156510,,14170484,,,
14159835,,,14249742,14150847,,,,14152419,14161900,14191051,,,,,,,14156510,,14170704,,,
14159871,,,14249816,14150852,,,,14152419,14161900,14191143,,,,,,,14156533,,14170865,,,
14159873,,,14250000,14150865,,,,14152424,14161918,14192002,,,,,,,14156546,,14171207,,,
14159904,,,14250276,14150865,,,,14152434,14161920,14192048,,,,,,,14156559,,14171220,,,
14159940,,,14250294,14150880,,,,14152447,14161920,14192329,,,,,,,14156564,,14171514,,,
14159968,,,14250565,14150883,,,,14152447,14161933,14192449,,,,,,,14156569,,14171624,,,
14160019,,,14250708,14150888,,,,14152452,14161933,14192449,,,,,,,14156584,,14172066,,,
14160103,,,14250882,14150888,,,,14152452,14161938,14192495,,,,,,,14156587,,14172081,,,
14160134,,,14251135,14150901,,,,14152452,14161938,14192500,,,,,,,14156592,,14172186,,,
14160139,,,14251490,14150901,,,,14152457,14161943,14192633,,,,,,,14156605,,14172209,,,
14160359,,,14251508,14150903,,,,14152457,14161956,14192641,,,,,,,14156615,,14172209,,,
14160525,,,14251572,14150906,,,,14152462,14161966,14192666,,,,,,,14156615,,14172352,,,
14160563,,,14251751,14150919,,,,14152465,14161969,14192674,,,,,,,14156620,,14172940,,,
14160617,,,14251771,14150949,,,,14152465,14161969,14192720,,,,,,,14156620,,14172968,,,
14160622,,,14252147,14150952,,,,14152475,14161982,14192738,,,,,,,14156651,,14173004,,,
14160786,,,14252218,14150957,,,,14152483,14161987,14192743,,,,,,,14156656,,14173060,,,
14160888,,,14252226,14150970,,,,14152485,14161992,14193024,,,,,,,14156661,,14173142,,,
14161008,,,14252425,14150975,,,,14152488,14161992,14193047,,,,,,,14156689,,14173152,,,
14161013,,,14252627,14150980,,,,14152493,14161997,14193139,,,,,,,14156702,,14173428,,,
14161205,,,14252704,14150980,,,,14152493,14162002,14193139,,,,,,,14156722,,14173469,,,
14161233,,,14252842,14150985,,,,14152513,14162002,14193144,,,,,,,14156725,,14173617,,,
14161276,,,14252957,14150993,,,,14152536,14162010,14193494,,,,,,,14156753,,14173709,,,
14161302,,,14253343,14150993,,,,14152539,14162010,14193640,,,,,,,14156776,,14173712,,,
14161445,,,14253496,14150998,,,,14152554,14162015,14193640,,,,,,,14156786,,14173804,,,
14161478,,,14253979,14151003,,,,14152554,14162033,14193814,,,,,,,14156794,,14173842,,,
14161611,,,14254089,14151011,,,,14152562,14162043,14194187,,,,,,,14156799,,14173906,,,
14161683,,,14254153,14151049,,,,14152562,14162048,14194225,,,,,,,14156822,,14174126,,,
14161698,,,14254319,14151072,,,,14152575,14162058,14194284,,,,,,,14156822,,14174269,,,
14161739,,,14254365,14151080,,,,14152585,14162061,14194422,,,,,,,14156837,,14174545,,,
14161823,,,14254633,14151085,,,,14152603,14162066,14194675,,,,,,,14156845,,14174821,,,
14162148,,,14254779,14151095,,,,14152608,14162066,14195066,,,,,,,14156868,,14175066,,,
14162148,,,14254940,14151100,,,,14152618,14162074,14195117,,,,,,,14156876,,14175401,,,
14162148,,,14255206,14151105,,,,14152623,14162074,14195186,,,,,,,14156881,,14175429,,,
14162250,,,14255211,14151118,,,,14152628,14162076,14195222,,,,,,,14156886,,14175506,,,
14162332,,,14255451,14151131,,,,14152636,14162079,14195490,,,,,,,14156914,,14175705,,,
14162355,,,14255497,14151149,,,,14152641,14162099,14195881,,,,,,,14156929,,14175723,,,
14162370,,,14255530,14151151,,,,14152654,14162102,14196037,,,,,,,14156937,,14176060,,,
14162429,,,14255576,14151169,,,,14152664,14162104,14196180,,,,,,,14156950,,14176160,,,
14162516,,,14255901,14151169,,,,14152669,14162107,14196313,,,,,,,14156952,,14176198,,,
14162544,,,14256095,14151182,,,,14152669,14162117,14196474,,,,,,,14156975,,14176293,,,
14162549,,,14256172,14151197,,,,14152677,14162120,14196556,,,,,,,14156983,,14176671,,,
14162654,,,14256223,14151210,,,,14152687,14162127,14196620,,,,,,,14157006,,14176873,,,
14162692,,,14256246,14151210,,,,14152687,14162143,14196681,,,,,,,14157006,,14176965,,,
14162715,,,14256292,14151215,,,,14152687,14162153,14196773,,,,,,,14157011,,14177080,,,
14162751,,,14256310,14151215,,,,14152692,14162153,14196791,,,,,,,14157014,,14178304,,,
14162779,,,14256729,14151238,,,,14152692,14162158,14196865,,,,,,,14157024,,14178685,,,
14162820,,,14256785,14151251,,,,14152695,14162163,14196875,,,,,,,14157034,,14179073,,,
14162838,,,14257023,14151256,,,,14152695,14162176,14196911,,,,,,,14157034,,14179178,,,
14162876,,,14257245,14151271,,,,14152700,14162186,14196995,,,,,,,14157044,,14179214,,,
14162927,,,14257503,14151274,,,,14152713,14162186,14197279,,,,,,,14157057,,14179786,,,
14162958,,,14257567,14151284,,,,14152713,14162191,14197895,,,,,,,14157057,,14179812,,,
14163093,,,14257833,14151289,,,,14152715,14162209,14198283,,,,,,,14157062,,14180126,,,
14163137,,,14258091,14151292,,,,14152718,14162212,14198291,,,,,,,14157067,,14180236,,,
14163160,,,14258160,14151292,,,,14152718,14162232,14198572,,,,,,,14157070,,14180407,,,
14163313,,,14258239,14151297,,,,14152723,14162237,14198605,,,,,,,14157080,,14180760,,,
14163497,,,14258648,14151297,,,,14152723,14162245,14198631,,,,,,,14157088,,14181013,,,
14163546,,,14258735,14151302,,,,14152723,14162250,14198682,,,,,,,14157090,,14181156,,,
14163735,,,14258809,14151307,,,,14152733,14162260,14198687,,,,,,,14157093,,14181248,,,
14163758,,,14258919,14151310,,,,14152736,14162265,14198769,,,,,,,14157093,,14181639,,,
14163806,,,14258988,14151320,,,,14152738,14162268,14198848,,,,,,,14157093,,14181716,,,
14163847,,,14259024,14151320,,,,14152738,14162268,14198994,,,,,,,14157108,,14181815,,,
14164246,,,14259024,14151325,,,,14152741,14162268,14199086,,,,,,,14157111,,14181979,,,
14164573,,,14259241,14151330,,,,14152746,14162273,14199188,,,,,,,14157111,,14182025,,,
14165148,,,14259310,14151335,,,,14152746,14162278,14199336,,,,,,,14157134,,14182163,,,
14165327,,,14259371,14151348,,,,14152751,14162286,14199643,,,,,,,14157167,,14182278,,,
14165337,,,14259448,14151353,,,,14152756,14162291,14200624,,,,,,,14157167,,14182513,,,
14165396,,,14259489,14151363,,,,14152756,14162296,14200739,,,,,,,14157177,,14182789,,,
14165424,,,14259683,14151394,,,,14152774,14162301,14201010,,,,,,,14157180,,14183014,,,
14165508,,,14259857,14151394,,,,14152774,14162306,14201043,,,,,,,14157180,,14183175,,,
14165600,,,14260064,14151399,,,,14152784,14162314,14201064,,,,,,,14157200,,14183446,,,
14165682,,,14260235,14151404,,,,14152792,14162314,14201404,,,,,,,14157200,,14183446,,,
14165961,,,14260327,14151422,,,,14152807,14162319,14201404,,,,,,,14157203,,14183456,,,
14166086,,,14260350,14151445,,,,14152807,14162324,14201460,,,,,,,14157205,,14183668,,,
14166329,,,14260409,14151463,,,,14152820,14162329,14201728,,,,,,,14157208,,14183788,,,
14166896,,,14260608,14151471,,,,14152820,14162329,14201948,,,,,,,14157259,,14183972,,,
14167126,,,14260736,14151473,,,,14152825,14162329,14202035,,,,,,,14157315,,14184072,,,
14167226,,,14260910,14151473,,,,14152825,14162342,14202303,,,,,,,14157323,,14184836,,,
14167320,,,14260943,14151476,,,,14152828,14162347,14202725,,,,,,,14157333,,14185107,,,
14167333,,,14261053,14151478,,,,14152833,14162347,14202942,,,,,,,14157397,,14185140,,,
14167512,,,14261367,14151509,,,,14152843,14162360,14202950,,,,,,,14157407,,14185232,,,
14167918,,,14261505,14151519,,,,14152848,14162370,14203039,,,,,,,14157407,,14185531,,,
14167921,,,14261710,14151522,,,,14152861,14162373,14203111,,,,,,,14157415,,14185534,,,
14167946,,,14261988,14151560,,,,14152861,14162373,14203121,,,,,,,14157443,,14185641,,,
14168005,,,14262006,14151568,,,,14152866,14162388,14203195,,,,,,,14157443,,14185720,,,
14168345,,,14262116,14151591,,,,14152899,14162388,14203198,,,,,,,14157479,,14185764,,,
14168631,,,14262221,14151601,,,,14152902,14162411,14203627,,,,,,,14157494,,14186372,,,
14168869,,,14262456,14151614,,,,14152912,14162421,14203686,,,,,,,14157525,,14186648,,,
14169324,,,14262607,14151632,,,,14152912,14162449,14203793,,,,,,,14157530,,14186868,,,
14169390,,,14262760,14151647,,,,14152917,14162452,14203890,,,,,,,14157535,,14187210,,,
14169541,,,14262898,14151655,,,,14152922,14162457,14203954,,,,,,,14157553,,14187325,,,
14169569,,,14263046,14151660,,,,14152927,14162462,14204570,,,,,,,14157596,,14187389,,,
14169674,,,14263082,14151665,,,,14152935,14162470,14204693,,,,,,,14157599,,14187652,,,
14170553,,,14263230,14151670,,,,14152935,14162472,14204721,,,,,,,14157604,,14187683,,,
14170609,,,14263299,14151683,,,,14152935,14162485,14204764,,,,,,,14157609,,14188038,,,
14170668,,,14263777,14151685,,,,14152935,14162503,14204892,,,,,,,14157609,,14188153,,,
14170681,,,14264007,14151688,,,,14152953,14162503,14204897,,,,,,,14157637,,14188327,,,
14170704,,,14264048,14151688,,,,14152963,14162513,14205068,,,,,,,14157668,,14188378,,,
14170911,,,14264053,14151698,,,,14152971,14162516,14205104,,,,,,,14157683,,14189050,,,
14170944,,,14264125,14151698,,,,14152971,14162521,14205444,,,,,,,14157691,,14189091,,,
14171077,,,14264191,14151706,,,,14152986,14162536,14205521,,,,,,,14157719,,14189114,,,
14171133,,,14264710,14151706,,,,14152986,14162544,14206144,,,,,,,14157719,,14189244,,,
14172219,,,14264756,14151721,,,,14152986,14162572,14206172,,,,,,,14157724,,14189587,,,
14173024,,,14264774,14151724,,,,14152991,14162572,14206290,,,,,,,14157727,,14189858,,,
14173571,,,14264866,14151734,,,,14152994,14162572,14206359,,,,,,,14157757,,14190085,,,
14173755,,,14264866,14151744,,,,14152996,14162590,14206722,,,,,,,14157757,,14190282,,,
14173916,,,14265047,14151780,,,,14152999,14162610,14206852,,,,,,,14157765,,14190729,,,
14174279,,,14265372,14151798,,,,14153009,14162613,14206970,,,,,,,14157770,,14190829,,,
14174501,,,14265635,14151818,,,,14153009,14162623,14207041,,,,,,,14157770,,14190831,,,
14174854,,,14266018,14151821,,,,14153009,14162633,14207100,,,,,,,14157801,,14191000,,,
14174954,,,14266136,14151823,,,,14153014,14162636,14207703,,,,,,,14157806,,14191496,,,
14175117,,,14266141,14151849,,,,14153032,14162651,14207808,,,,,,,14157857,,14191539,,,
14175879,,,14266256,14151854,,,,14153037,14162651,14207951,,,,,,,14157865,,14191682,,,
14175907,,,14266514,14151859,,,,14153042,14162654,14208079,,,,,,,14157875,,14191705,,,
14175963,,,14266831,14151864,,,,14153050,14162664,14208150,,,,,,,14157880,,14191810,,,
14176027,,,14267107,14151869,,,,14153050,14162664,14208255,,,,,,,14157918,,14191994,,,
14176341,,,14267498,14151872,,,,14153055,14162682,14208291,,,,,,,14157954,,14192265,,,
14176533,,,14267641,14151885,,,,14153055,14162682,14208314,,,,,,,14157980,,14192324,,,
14176579,,,14267713,14151900,,,,14153060,14162702,14208373,,,,,,,14157990,,14192464,,,
14176704,,,14268221,14151900,,,,14153063,14162733,14208480,,,,,,,14158008,,14192500,,,
14176735,,,14268295,14151905,,,,14153063,14162741,14209037,,,,,,,14158013,,14192541,,,
14176819,,,14268602,14151913,,,,14153068,14162743,14209277,,,,,,,14158013,,14192564,,,
14176822,,,14268952,14151933,,,,14153068,14162748,14209584,,,,,,,14158036,,14192628,,,
14176942,,,14269149,14151956,,,,14153073,14162756,14209906,,,,,,,14158054,,14192712,,,
14177108,,,14269159,14151959,,,,14153073,14162756,14210177,,,,,,,14158059,,14192932,,,
14177453,,,14269448,14151964,,,,14153083,14162774,14210228,,,,,,,14158064,,14193336,,,
14177693,,,14269678,14151969,,,,14153083,14162789,14210320,,,,,,,14158077,,14193916,,,
14177918,,,14269977,14151982,,,,14153096,14162792,14210445,,,,,,,14158087,,14193959,,,
14177964,,,14269982,14151984,,,,14153101,14162802,14210660,,,,,,,14158095,,14193967,,,
14178245,,,14270171,14151987,,,,14153101,14162810,14210742,,,,,,,14158095,,14194115,,,
14178250,,,14270999,14151987,,,,14153124,14162815,14210859,,,,,,,14158120,,14194166,,,
14178621,,,14271252,14152002,,,,14153142,14162817,14210964,,,,,,,14158123,,14194225,,,
14178915,,,14271707,14152010,,,,14153142,14162825,14211087,,,,,,,14158128,,14194547,,,
14178999,,,14272024,14152015,,,,14153152,14162861,14211309,,,,,,,14158133,,14194652,,,
14179122,,,14272177,14152025,,,,14153183,14162866,14212050,,,,,,,14158161,,14194657,,,
14179237,,,14272180,14152028,,,,14153193,14162866,14212165,,,,,,,14158202,,14194782,,,
14179334,,,14272461,14152033,,,,14153198,14162871,14212671,,,,,,,14158220,,14195201,,,
14179523,,,14272527,14152033,,,,14153201,14162876,14212712,,,,,,,14158225,,14195296,,,
14179602,,,14272632,14152033,,,,14153206,14162881,14212712,,,,,,,14158225,,14195475,,,
14179881,,,14272696,14152038,,,,14153206,14162894,14212717,,,,,,,14158243,,14195677,,,
14180057,,,14272880,14152051,,,,14153216,14162894,14212863,,,,,,,14158248,,14196004,,,
14180259,,,14272898,14152051,,,,14153234,14162899,14212883,,,,,,,14158253,,14196088,,,
14180269,,,14273289,14152056,,,,14153239,14162904,14213098,,,,,,,14158266,,14196277,,,
14180328,,,14273322,14152061,,,,14153239,14162912,14213218,,,,,,,14158266,,14196489,,,
14180612,,,14273368,14152061,,,,14153239,14162917,14213995,,,,,,,14158286,,14196722,,,
14180765,,,14273764,14152071,,,,14153252,14162925,14214330,,,,,,,14158289,,14196750,,,
14180962,,,14274301,14152074,,,,14153257,14162927,14214644,,,,,,,14158304,,14196814,,,
14181031,,,14274449,14152094,,,,14153262,14162940,14214726,,,,,,,14158368,,14196911,,,
14181184,,,14274587,14152094,,,,14153275,14162945,14214744,,,,,,,14158376,,14197394,,,
14181312,,,14274733,14152102,,,,14153275,14162950,14214889,,,,,,,14158386,,14197647,,,
14181409,,,14275060,14152107,,,,14153293,14162958,14215086,,,,,,,14158401,,14197680,,,
14181478,,,14275147,14152125,,,,14153295,14162973,14215362,,,,,,,14158409,,14197688,,,
14181716,,,14275346,14152163,,,,14153308,14162976,14215408,,,,,,,14158417,,14197762,,,
14181744,,,14275571,14152184,,,,14153308,14162976,14215480,,,,,,,14158445,,14198066,,,
14181838,,,14275678,14152186,,,,14153308,14162991,14215554,,,,,,,14158450,,14198084,,,
14182025,,,14275783,14152189,,,,14153308,14162991,14216167,,,,,,,14158478,,14198166,,,
14182794,,,14275786,14152199,,,,14153321,14162999,14216267,,,,,,,14158478,,14198235,,,
14182858,,,14276238,14152209,,,,14153326,14163001,14217307,,,,,,,14158493,,14198457,,,
14182894,,,14276583,14152212,,,,14153326,14163014,14217468,,,,,,,14158514,,14198552,,,
14183990,,,14276588,14152217,,,,14153326,14163017,14217583,,,,,,,14158565,,14198797,,,
14184261,,,14276726,14152230,,,,14153326,14163024,14217762,,,,,,,14158565,,14198856,,,
14184363,,,14276754,14152245,,,,14153331,14163027,14217805,,,,,,,14158570,,14199400,,,
14184588,,,14276780,14152245,,,,14153331,14163027,14218007,,,,,,,14158570,,14199561,,,
14184813,,,14276795,14152245,,,,14153341,14163040,14218554,,,,,,,14158580,,14199809,,,
14184818,,,14277153,14152281,,,,14153357,14163045,14218559,,,,,,,14158608,,14199955,,,
14184895,,,14277191,14152281,,,,14153372,14163047,14218720,,,,,,,14158639,,14200003,,,
14184959,,,14277393,14152286,,,,14153377,14163065,14219451,,,,,,,14158657,,14200287,,,
14185168,,,14277434,14152291,,,,14153382,14163073,14219870,,,,,,,14158670,,14200417,,,
14185429,,,14277462,14152332,,,,14153385,14163078,14219911,,,,,,,14158672,,14200601,,,
14185516,,,14277871,14152342,,,,14153385,14163101,14220141,,,,,,,14158672,,14200760,,,
14185835,,,14277894,14152342,,,,14153387,14163106,14220202,,,,,,,14158721,,14200844,,,
14185922,,,14278019,14152360,,,,14153387,14163114,14221010,,,,,,,14158759,,14201383,,,
14186216,,,14278137,14152360,,,,14153405,14163114,14221051,,,,,,,14158777,,14201590,,,
14186612,,,14278211,14152365,,,,14153408,14163129,14221281,,,,,,,14158782,,14201649,,,
14186617,,,14278308,14152396,,,,14153408,14163152,14221460,,,,,,,14158795,,14202053,,,
14186666,,,14278464,14152406,,,,14153413,14163152,14221743,,,,,,,14158836,,14202523,,,
14186763,,,14278952,14152419,,,,14153413,14163152,14221945,,,,,,,14158841,,14202661,,,
14186837,,,14278962,14152424,,,,14153418,14163160,14221981,,,,,,,14158859,,14202863,,,
14186845,,,14279026,14152424,,,,14153423,14163165,14222653,,,,,,,14158859,,14203029,,,
14186916,,,14279197,14152462,,,,14153426,14163165,14222699,,,,,,,14158859,,14203167,,,
14187136,,,14279486,14152503,,,,14153436,14163178,14223246,,,,,,,14158869,,14203811,,,
14187379,,,14279586,14152521,,,,14153454,14163180,14223361,,,,,,,14158869,,14204049,,,
14187826,,,14279683,14152526,,,,14153454,14163183,14223448,,,,,,,14158877,,14204307,,,
14188411,,,14279688,14152549,,,,14153459,14163188,14223486,,,,,,,14158928,,14204450,,,
14188567,,,14279775,14152554,,,,14153469,14163193,14223491,,,,,,,14158933,,14205375,,,
14188843,,,14279826,14152577,,,,14153474,14163193,14224005,,,,,,,14158943,,14205569,,,
14188907,,,14279854,14152590,,,,14153482,14163206,14224166,,,,,,,14158953,,14205597,,,
14189193,,,14279895,14152595,,,,14153495,14163211,14224202,,,,,,,14158984,,14205794,,,
14189497,,,14280424,14152600,,,,14153497,14163252,14224861,,,,,,,14158999,,14206116,,,
14189551,,,14280511,14152613,,,,14153502,14163272,14225339,,,,,,,14159002,,14206236,,,
14189630,,,14280539,14152613,,,,14153510,14163298,14225362,,,,,,,14159007,,14206364,,,
14189653,,,14280575,14152626,,,,14153510,14163341,14225970,,,,,,,14159015,,14206906,,,
14190011,,,14281587,14152646,,,,14153510,14163341,14226167,,,,,,,14159015,,14206962,,,
14190016,,,14281597,14152654,,,,14153523,14163344,14226208,,,,,,,14159076,,14207095,,,
14190300,,,14281758,14152659,,,,14153528,14163367,14226760,,,,,,,14159089,,14207179,,,
14190481,,,14282075,14152659,,,,14153533,14163367,14226857,,,,,,,14159094,,14207248,,,
14190550,,,14282195,14152664,,,,14153546,14163377,14228025,,,,,,,14159130,,14207417,,,
14190563,,,14282310,14152682,,,,14153548,14163385,14229065,,,,,,,14159132,,14208025,,,
14190601,,,14282356,14152700,,,,14153548,14163395,14229625,,,,,,,14159150,,14208117,,,
14190724,,,14282394,14152705,,,,14153551,14163428,14230537,,,,,,,14159186,,14208143,,,
14190747,,,14282834,14152728,,,,14153551,14163428,14230555,,,,,,,14159186,,14208186,,,
14190849,,,14283077,14152746,,,,14153561,14163446,14230619,,,,,,,14159196,,14208802,,,
14191294,,,14283179,14152746,,,,14153566,14163459,14230644,,,,,,,14159196,,14208861,,,
14191373,,,14283189,14152769,,,,14153566,14163464,14231784,,,,,,,14159196,,14208881,,,
14191460,,,14283240,14152769,,,,14153566,14163477,14231825,,,,,,,14159209,,14209068,,,
14191488,,,14283363,14152782,,,,14153579,14163479,14231843,,,,,,,14159209,,14209073,,,
14191736,,,14283404,14152797,,,,14153584,14163502,14232722,,,,,,,14159214,,14209101,,,
14191838,,,14283529,14152812,,,,14153589,14163520,14232730,,,,,,,14159229,,14209106,,,
14191994,,,14283690,14152835,,,,14153592,14163525,14232745,,,,,,,14159255,,14209198,,,
14192526,,,14284017,14152838,,,,14153594,14163538,14232921,,,,,,,14159270,,14209234,,,
14192600,,,14284150,14152848,,,,14153602,14163548,14233233,,,,,,,14159278,,14209599,,,
14193461,,,14284339,14152851,,,,14153607,14163556,14233568,,,,,,,14159301,,14209635,,,
14193898,,,14284421,14152876,,,,14153607,14163571,14233642,,,,,,,14159306,,14209684,,,
14193967,,,14284459,14152879,,,,14153607,14163574,14233729,,,,,,,14159347,,14209732,,,
14194159,,,14284579,14152899,,,,14153620,14163584,14233747,,,,,,,14159357,,14209916,,,
14194409,,,14284597,14152899,,,,14153625,14163589,14233775,,,,,,,14159365,,14210128,,,
14194468,,,14284679,14152917,,,,14153625,14163589,14234301,,,,,,,14159398,,14210195,,,
14194565,,,14284743,14152925,,,,14153635,14163597,14234391,,,,,,,14159398,,14210205,,,
